"","Transformation_Success","Deployment_Success","Improvement_Project_Success","Improvement_Readiness","Sustainable_Improvement_Infrastructure","Supportive_Leadership","Measures_based_Improvement","Change_Awareness"
"1",0.817512720313939,1.24050447180987,0.972869939910307,0.781489229477466,1.4992738744111,0.696120751041441,1.0966984999549,0.825902397604616
"2",0.97085863507207,1.40553643674821,0.52811943560578,0.602031166669025,1.20052101500592,1.30487160544672,1.42575344960271,0.162801874626008
"3",0.515809012460687,0.900660707066821,-0.373193020816617,0.453167204361514,1.20052101500592,0.393018103575525,0.859138776242089,-0.527832071822642
"4",-1.03621630976836,-1.63349777620648,-1.26859975333234,-1.07526011001711,-0.688843329513347,-1.43765442719197,-1.00861388574352,-0.781864795750897
"5",-1.79372434859164,0.900660707066821,0.525166573652444,-2.09442573749974,-0.677514522132164,0.0867450939434271,-0.312297278463521,-2.19935009100418
"6",0.676644591171551,-0.109090752295956,-0.373193020816617,0.200443836163206,-1.2338129418629,0.698666310514889,0.400381892674899,-0.182515098598317
"7",0.352648128929607,0.560816942323775,1.42352616812151,1.04418817098618,1.20052101500592,0.999223398507358,1.22640043387428,1.17121937082894
"8",1.22465707200573,1.74538020149126,0.975822801863643,1.42876963786282,1.4992738744111,0.390472544102077,1.22640043387428,0.508118847850332
"9",-0.129015763068175,-0.28390255210066,0.0774632073945815,0.279743758190116,0.501408600964093,0.389847741409344,0.162822168962092,-0.182515098598317
"10",0.531802131349148,0.900660707066821,0.525166573652444,0.379135916053252,0.651003606278643,0.393018103575525,0.859138776242089,0.544336250206319
"11",-2.75468838978923,-2.13837350588787,-0.817943525121144,-0.138942287981944,-1.21683659519779,-1.43957518397268,-2.87636654772912,-2.86245061398279
"12",0.271468873312658,-0.458714351905365,-1.72220884349688,0.602031166669025,-0.549655370626006,-0.528346484794215,-2.18004994044913,-0.182515098598317
"13",-0.463333100630121,0.0559412126423864,-0.373193020816617,-0.739618405918921,-0.272170019893871,-0.218903112995937,-0.0747375547507142,-0.182515098598317
"14",0.792136750366836,0.900660707066821,0.525166573652444,0.0373335891440295,0.24588454449871,-0.522005760461854,-0.0747375547507142,-0.527832071822642
"15",0.817463272832803,0.900660707066821,0.525166573652444,0.638659883806997,1.20052101500592,1.30487160544672,1.1881937258899,0.825902397604616
"16",0.508034530937359,0.560816942323775,0.0774632073945815,0.230607458785259,0.981219310018522,-0.218903112995937,-0.0747375547507142,0.135268451155966
